dn,ndn,cl_lo,cl_hi,ch_id,key1,key2,key3,key4,lang,src,ft,fn,fp,nfn,nfp
Lesson 3 Numbers up to 1000,१००० सम्मका सङ्ख्याहरू,,,,Mathematics,Numbers,Other Numbers,,en,,chapter,,,,
Lesson 4 Comparison of Numbers,सङ्ख्याहरूको तुलना,,,,Mathematics,Numbers,Significance,,en,,chapter,,,,
Lesson 5 Odd and Even Numbers,जोर र बिजोर सङ्ख्याहरू,,,,Mathematics,Arithmetic,Even & Odd,,en,,chapter,,,,
Lesson 6 Weight,तौल,,,,Mathematics,Measurement,Weight,,en,,chapter,,,,
Lesson 7 Addition,जोड,,,,Mathematics,Arithmetic,Addition & Subtraction,,en,,chapter,,,,
Lesson 8 Subtraction,घटाउ,,,,Mathematics,Arithmetic,Addition & Subtraction,,en,,chapter,,,,
Lesson 9 Length,लम्बाइ,,,,Mathematics,Measurement,Length,,en,,chapter,,,,
Lesson 10 Area,क्षेत्रफल,,,,Mathematics,Measurement,Area,,en,,chapter,,,,
Lesson 11 Multiplication 1,गुणन १,,,,Mathematics,Arithmetic,Multiplication & Division,,en,,chapter,,,,
Lesson 12 Fraction,भिन्‍न,,,,Mathematics,Arithmetic,Fractions,,en,,chapter,,,,
Lesson 13 Geometric Shapes,ज्यामितीय आकारहरू,,,,Mathematics,Geometry,Shapes,,en,,chapter,,,,
Lesson 14 Pictograph and Table,चित्रग्राफ र तालिका,,,,Mathematics,Other Mathematics,Graphs,,en,,chapter,,,,
Lesson 15 Currency,मुद्रा,,,,Mathematics,Measurement,Currency,,en,,chapter,,,,
Lesson 16 Multiplication 2,गुणन २,,,,Mathematics,Arithmetic,Multiplication & Division,,en,,chapter,,,,
Lesson 17 Division,भाग,,,,Mathematics,Arithmetic,Multiplication & Division,,en,,chapter,,,,
Learning Progression Chart,सिकाइ श‍ृङ्‌खला,,,,Social Studies,Education,Textbooks,,en,,chapter,,,,
Lesson 1 Time 1,समय,,,,Mathematics,Measurement,Date & Time,,en,,chapter,,,,
Lesson 2 Five Digit Numbers,पाँच अङ्‌कसम्मका सङ्ख्याहरू,,,,Mathematics,Numbers,Natural,,en,,chapter,,,,
Lesson 3 Comparison of Numbers,सङ्ख्याहरूको तुलना,,,,Mathematics,Numbers,Significance,,en,,chapter,,,,
Lesson 4 Pattern of Numbers,सङ्ख्याको ढाँचा,,,,Mathematics,Numbers,Significance,,en,,chapter,,,,
Lesson 5 Ascending and Descending Order,सङ्ख्याहरूको बढ्दो र घट्दो क्रम,,,,Mathematics,Numbers,Ordinal,,en,,chapter,,,,
Lesson 6 Local Numeral System up to 20,स्थानीय सङ्ख्याङ्‌कन पद्धतिमा २० सम्मका सङ्ख्याहरू,,,,Mathematics,Numbers,Ordinal,,en,,chapter,,,,
Lesson 7 Fraction,भिन्‍न,,,,Mathematics,Arithmetic,Fractions,,en,,chapter,,,,
Lesson 8 Length 1,लम्बाइ १,,,,Mathematics,Measurement,Length,,en,,chapter,,,,
Lesson 9 Lines,रेखाहरू,,,,Mathematics,Geometry,Shapes,Line,en,,chapter,,,,
Lesson 10 Angles,कोणहरू,,,,Mathematics,Geometry,Shapes,Angle,en,,chapter,,,,
Lesson 11 Geometric Shapes,ज्यामितीय आकारहरू,,,,Mathematics,Geometry,Shapes,,en,,chapter,,,,
Lesson 12 Addition,जोड,,,,Mathematics,Arithmetic,Addition & Subtraction,,en,,chapter,,,,
Lesson 13 Subtraction,घटाउ,,,,Mathematics,Arithmetic,Addition & Subtraction,,en,,chapter,,,,
Lesson 14 Multiplication,गुणन,,,,Mathematics,Arithmetic,Multiplication & Division,,en,,chapter,,,,
Lesson 15 Division,भाग,,,,Mathematics,Arithmetic,Fractions,,en,,chapter,,,,
Lesson 16 Time 2,समय २,,,,Mathematics,Measurement,Date & Time,,en,,chapter,,,,
Lesson 17 Money,मुद्रा,,,,Mathematics,Measurement,Currency,,en,,chapter,,,,
Lesson 18 Capacity,क्षमता,,,,Mathematics,Arithmetic,Addition & Subtraction,,en,,chapter,,,,
Lesson 19 Length 2,लम्बाइ २,,,,Mathematics,Measurement,Length,,en,,chapter,,,,
Lesson 20 Weight,तौल,,,,Mathematics,Measurement,Weight,,en,,chapter,,,,
Lesson 21 Pictograph,चित्रग्राफ,,,,Mathematics,Other Mathematics,Graphs,,en,,chapter,,,,
Lesson 22 Area,क्षेत्रफल,,,,Mathematics,Measurement,Area,,en,,chapter,,,,
Lines and angles,रेखाहरू र कोणहरू,,,,Mathematics,Geometry,Shapes,Angle,en,,chapter,,,,
Plane figures,समतलीय आकृतिहरू,,,,Mathematics,Geometry,Shapes,Solid,en,,chapter,,,,
Solid objects,ठोस वस्तुहरू,,,,Mathematics,Geometry,Shapes,Solid,en,,chapter,,,,
Number sense,सङ्ख्याको ज्ञान,,,,Mathematics,Numbers,Natural,,en,,chapter,,,,
Basic operations of mathematics,गणितका आधारभूत क्रियाहरु,,,,Mathematics,Arithmetic,"""Addition,Subtraction,Multiplication and Division""",,en,,chapter,,,,
"Fraction, decimal and percentage","""भिन्न, दशमलव र प्रतिशत""",,,,Mathematics,Arithmetic,"""Fraction,Decimals""",,en,,chapter,,,,
Time,समय,,,,Mathematics,Measurement ,Date and time,,en,,chapter,,,,
Currency,मुद्रा,,,,Mathematics,Measurement ,Currency,,en,,chapter,,,,
Distance,दुरी,,,,Mathematics,Measurement ,Length,,en,,chapter,,,,
Capacity,क्षमता,,,,Mathematics,Measurement ,Volume,,en,,chapter,,,,
Weight,तौल,,,,Mathematics,Measurement ,Weight,,en,,chapter,,,,
Perimeter and area,परिमिति र क्षेत्रफल,,,,Mathematics,Measurement ,Perimeter and area,,en,,chapter,,,,
Bill and budget,बिल र बजेट,,,,Mathematics,Arithmetic,Unitary method,,en,,chapter,,,,
Bar diagram,स्तम्भ चित्र,,,,Mathematics,Other mathematics,Graphs,,en,,chapter,,,,
Algebra,बीजगणित,,,,Mathematics,Algebra,Variable equations,,en,,chapter,,,,
Set,समूह,,,,Mathematics,Numbers,Sets,,en,,chapter,,,,
Whole Number,पूर्ण सङ्ख्या,,,,Mathematics,Numbers,Whole,,en,,chapter,,,,
Integers,पूर्णाङ्कहरू,,,,Mathematics,Numbers,Integers,,en,,chapter,,,,
Fraction,भिन्न,,,,Mathematics,Arithmetic,Fractions,,en,,chapter,,,,
Decimal,दशमलव,,,,Mathematics,Arithmetic,Decimals,,en,,chapter,,,,
Percentage,प्रतिशत,,,,Mathematics,Arithmetic,Percent,,en,,chapter,,,,
Profit and Loss,नाफा र नोक्सान,,,,Mathematics,Arithmetic,Unitary Method,,en,,chapter,,,,
Unitary Method,ऐकिक नियम,,,,Mathematics,Arithmetic,Unitary Method,,en,,chapter,,,,
Distance,दुरी,,,,Mathematics,Measurement,Length,,en,,chapter,,,,
"Perimeter, Area and Volume","परिमिति, क्षेत्रफल र आयतन",,,,Mathematics,Measurement,Perimeter,,en,,chapter,,,,
Indices,घाताङ्क,,,,Mathematics,Arithmetic,Exponents,,en,,chapter,,,,
Algebraic Expression,बीजीय अभिव्यञ्जक,,,,Mathematics,Algebra,Expressions,,en,,chapter,,,,
"Equation, Inequality and Graph","समिकरण, असमानता र लेखाचित्र",,,,Mathematics,Algebra,Equations,,en,,chapter,,,,
Lines and Angles,रेखाहरु र कोणहरु,,,,Mathematics,Geometry,Shapes,Line,en,,chapter,,,,
Plane Shapes,समतलीय आकृतिहरु,,,,Mathematics,Geometry,Shapes,Plane,en,,chapter,,,,
Circle,वृत्त,,,,Mathematics,Geometry,Shapes,Circle,en,,chapter,,,,
Solid Objects,ठोस वस्तुहरू,,,,Mathematics,Geometry,Shapes,Solids,en,,chapter,,,,
Co-ordinate Geometry,निर्देशाङ्क ज्यामिति,,,,Mathematics,Geometry,Coordinate Grids,,en,,chapter,,,,
Symmetry and Tessellation,सममिति र टेसेलेसन,,,,Mathematics,Geometry,Shapes,Symmetry,en,,chapter,,,,
Statistics,तथ्याङ्कशास्त्र,,,,Mathematics,Applied Mathematics,Statistics,,en,,chapter,,,,
Sets,समूह,,,,Mathematics,Numbers,Sets,,en,,chapter,,,,
Tax,कर,,,,Mathematics,Measurement,Currency,,en,,chapter,,,,
Commission and Dividend,कमिसन र लाभांश,,,,Mathematics,Measurement,Currency,,en,,chapter,,,,
Household Arithmetic,घरायसी अङ्‍कगणित,,,,Mathematics,Arithmetic,Addition and subtraction,,en,,chapter,,,,
Area,क्षेत्रफल,,,,Mathematics,Measurement,Area,,en,,chapter,,,,
Prism,प्रिज्म,,,,Mathematics,Geometry,Shapes,Other shapes,en,,chapter,,,,
Cylinder and Sphere,बेलना र गोला,,,,Mathematics,Geometry,Shapes,Sphere,en,,chapter,,,,
Sequence and series,अनुक्रम र श्रेणी,,,,Mathematics,Arithmetic,Other Arithmetic,,en,,chapter,,,,
Factorization,खण्डीकरण,,,,Mathematics,Algebra,Equations,,en,,chapter,,,,
Highest Common Factor and Lowest Common Multiple,महत्तम समापवर्तक र लघुत्तम समापर्त्य,,,,Mathematics,Arithmetic,Factors and Multiples,,en,,chapter,,,,
Linear Equation,रेखीय समीकरण,,,,Mathematics,Algebra,Equations,,en,,chapter,,,,
Indices,घताङ्‍क,,,,Mathematics,Other Mathematics,Graphs,,en,,chapter,,,,
Triangle,त्रिभुज,,,,Mathematics,Geometry,Shapes,Triangle,en,,chapter,,,,
Quadrilateral,चतुर्भुज,,,,Mathematics,Geometry,Shapes,Quadrilateral,en,,chapter,,,,
Construction,रचना,,,,Mathematics,Geometry,Construction,,en,,chapter,,,,
Circle,वृत्त,,,,Mathematics,Geometry,Shapes,Circle,en,,chapter,,,,
Classification and Presentation of Data,तथ्याङ्‍कको वर्गीकरण र प्रस्तुतीकरण,,,,Mathematics,Applied Mathematics,Statistics,,en,,chapter,,,,
Measures of Central Tendency,केन्द्रीय प्रवृत्तिको मापन,,,,Mathematics,Applied Mathematics,Statistics,,en,,chapter,,,,
Probability,सम्भाव्यता,,,,Mathematics,Applied Mathematics,Probability Theory,,en,,chapter,,,,
Trigonometry,त्रिकोणमिति ,,,,Mathematics,Trigonometry,Functions,,en,,chapter,,,,
Scientific Learning,वैज्ञानिक सिकाइ,,,,Science,Other Science,,,en,,chapter,,,,
Information and Communication Technology,सूचना तथा सञ्चार प्रविधि,,,,Science,Technology,Electrical,Radar,en,,chapter,,,,
Organism and Environment,जीव र वातावरण,,,,Science,Biology,Ecology,Biodiversity,en,,chapter,,,,
Classification of Living Beings,सजीवहरूको वर्गीकरण,,,,Science,Biology,Ecology,Biodiversity,en,,chapter,,,,
Life Process,जीवन प्रक्रिया,,,,Science,Biology,Other Biology,Life Processes,en,,chapter,,,,
Matter,पदार्थ,,,,Science,Physics,Materials,Other Materials,en,,chapter,,,,
Energy,शक्ति,,,,Science,Medicine,Healthy Living,Health Care,en,,chapter,,,,
Human Body,मानव शरीर,,,,Science,Medicine,Human Body,Other Human body,en,,chapter,,,,
Community Health and Mental Health,सामुदायिक स्वास्थ्य तथा मानसिक स्वास्थ्य,,,,Science,Medicine,Specialties,Public Health,en,,chapter,,,,
Nutrition and Food Security,पोषण र खाद्य सुरक्षा,,,,Science,Medicine,Healthy Living,Nutrition,en,,chapter,,,,
